frame,hand_index,angle_thumb_pip,angle_thumb_dip,angle_index_pip,angle_index_dip,angle_middle_pip,angle_middle_dip,angle_ring_pip,angle_ring_dip,angle_pinky_pip,angle_pinky_dip,dist_thumb_index,dist_thumb_middle,dist_thumb_ring,dist_thumb_pinky,dist_index_middle,dist_index_ring,dist_index_pinky,dist_middle_ring,dist_middle_pinky,dist_ring_pinky,thumb_y_rel_wrist,thumb_y_rel_index_mcp,thumb_dist_to_index_mcp,thumb_palm_dist,thumb_adduction_angle
0,0,161.36283867270808,158.73846723794412,123.76373944230771,112.34189841855508,130.11561276595828,96.4354851725768,130.26370675537,94.95962405810977,140.96280851456416,97.56766990652491,0.1061689570473689,0.15074813231641027,0.19279735496528844,0.2254408026630386,0.05806502692599454,0.10541584599847571,0.138398277538646,0.04847814680551453,0.0860648906369521,0.04212685948242994,-0.16880398988723755,0.07738432288169861,0.10303494945826286,-0.07747025522671275,62.93359379601518
1,0,161.70400703497572,153.09269566545544,126.83574050696194,104.73349316758987,131.82998789363964,88.25306215339789,132.1856353929799,86.41120331384452,146.6724610311517,91.63413224525478,0.1140020253320623,0.14930977397758102,0.18686409690612707,0.2232646779052563,0.05103345630480882,0.09583747230709955,0.12889315564943382,0.04624928687984857,0.08357054880251455,0.04215666045442362,-0.1687576174736023,0.07700422406196594,0.10201227516010568,-0.06882238408190688,63.95569655514578
2,0,159.6004639087796,150.61891421749897,127.02537779867242,102.8555821529692,132.16980772486582,87.99647311338319,132.41429683874316,86.65877914602744,147.72792425171363,98.63336973772066,0.11997866897993782,0.15417812163435346,0.1888109790370006,0.2262459621939782,0.05374524016922845,0.09689262994232826,0.12863916720641505,0.04514957327037775,0.08172933759509206,0.042311564289550525,-0.17078512907028198,0.06916099786758423,0.0939853941480091,-0.06354188487649257,66.74387994472298
3,0,159.63647151971463,150.67311779239222,126.52016137622198,108.69195349876546,131.68036474640576,92.01058202196644,131.45096331001818,88.76691759793547,146.35528559930373,102.92211217236428,0.1254474752332287,0.1603869940815897,0.19353009568832713,0.22964538222972924,0.054269372956167204,0.09766218089971467,0.12795583583065884,0.045784122725313015,0.080432289595871,0.04094512460964021,-0.16871419548988342,0.06488803029060364,0.09229763819169434,-0.060523722306512144,68.48868363496372
4,0,160.25238363838827,148.8982621517725,125.10166868246165,112.75999709135282,131.18671997377066,93.57372839323128,131.75254824893483,90.96666295799392,147.76597135223375,101.87672218064064,0.12254905989087422,0.15802258995643617,0.19306731789467416,0.22749317404877908,0.05381263444296526,0.09887387589531059,0.1284047756779345,0.04711916244957632,0.08122168125710459,0.040528801283939535,-0.1677689254283905,0.06548997759819031,0.08873609130051976,-0.0583366746984066,67.98083423177191
5,0,159.43209552439546,152.67312393209156,127.43919760494981,112.4062891081713,131.84559807315387,94.79486192280406,131.25574098402026,91.1779876711487,145.9885032250983,98.7971446708016,0.13011388388033565,0.16570484414237974,0.19812060767582332,0.2306432545890608,0.05430816366351317,0.09715319341288126,0.12388605694315231,0.04518597273015618,0.07723833749642627,0.039691046735027026,-0.16384485363960266,0.06504809856414795,0.09447168727670105,-0.06252778634582708,70.1219366703772
6,0,160.60218555673268,150.99466981746696,125.85558005820454,116.86114230812176,131.38462615169234,97.32643308936296,131.7784847165345,92.38106011904202,147.62064898241087,94.48676425481199,0.12392678897227095,0.15833190596760974,0.19303329245120215,0.226867347235568,0.05233176414213579,0.09808260506631461,0.12782725756595967,0.04766598780540201,0.08275818249204347,0.04268678714183146,-0.15636155009269714,0.07236301898956299,0.09260560856507911,-0.05947204793313851,69.24498430301927
7,0,159.5543550315178,150.00808407710147,125.50725919802586,123.75346454545428,131.12783582695135,103.25375493546416,131.37612606925876,96.7912533961871,147.7729736175469,106.06752510422197,0.13890838943302664,0.1692110996445447,0.19975120355749568,0.23269271600991454,0.05075820184996195,0.09538942386624477,0.12330643352516998,0.04641543739554967,0.07894596679652653,0.040367968020792656,-0.17266303300857544,0.061276644468307495,0.08422058691408012,-0.055191224699902765,67.78130422298982
8,0,159.65938451786602,149.88703417953016,126.23836490263591,115.70362380567674,131.69854991453107,94.66878228043045,131.26186900427595,90.78730415152383,145.69501915601333,98.63467151746909,0.12809256604311575,0.16134686985386734,0.19585233062482038,0.2316441055392336,0.0513447456801495,0.09656616115596106,0.12763615909162684,0.047185618278800155,0.08296206115281059,0.04235907090808091,-0.1647520661354065,0.06595009565353394,0.09178576510342408,-0.06240552330834424,68.89998687028037
9,0,159.25738010088344,151.46793519305243,126.42943385908336,121.31733731289802,131.53872229661064,97.85023280659944,131.43496093623835,91.34429967285638,148.3634051858466,91.31021819812781,0.13179376319960776,0.16135889875011586,0.19475107517926032,0.2276173242352181,0.04983484604891599,0.09624402709382499,0.1242171665873778,0.047983888405976706,0.08184177613522106,0.04299303043499823,-0.15900620818138123,0.06793469190597534,0.09159890818270797,-0.06530780901002964,68.25933830185369
10,0,160.93576660653525,153.4186827029095,124.84416897803447,113.70737826948516,131.23890135875098,92.84550283986738,131.70667359938824,88.36726727751821,149.11982909206282,89.87824062685719,0.12665698735107306,0.16249457392327135,0.1972920487080814,0.23175979447180525,0.053704170633611964,0.09917440619067187,0.1277005377767727,0.04732782238248822,0.081216613988051,0.04256909795550908,-0.1573612093925476,0.068972647190094,0.09301145728496557,-0.0628154642025181,68.59704774874469
