frame,hand_index,angle_thumb_pip,angle_thumb_dip,angle_index_pip,angle_index_dip,angle_middle_pip,angle_middle_dip,angle_ring_pip,angle_ring_dip,angle_pinky_pip,angle_pinky_dip,dist_thumb_index,dist_thumb_middle,dist_thumb_ring,dist_thumb_pinky,dist_index_middle,dist_index_ring,dist_index_pinky,dist_middle_ring,dist_middle_pinky,dist_ring_pinky,thumb_y_rel_wrist,thumb_y_rel_index_mcp,thumb_dist_to_index_mcp,thumb_palm_dist,thumb_adduction_angle,index_fret_idx,index_string_idx,index_fret_dist_px,middle_fret_idx,middle_string_idx,middle_fret_dist_px,ring_fret_idx,ring_string_idx,ring_fret_dist_px,pinky_fret_idx,pinky_string_idx,pinky_fret_dist_px
10,0,157.5089644723436,174.23206429452335,109.79023841715704,156.35361324533164,122.88829007521757,157.0885847418884,144.58814252912376,164.6638431547819,131.80731003483277,166.18871746726418,0.042446391653596476,0.041146682544035834,0.06104055593224721,0.09720763826149513,0.012037440298929789,0.07700818809846802,0.10577049771596357,0.06690894656869856,0.098317706041297,0.053597450258859244,-0.13486528396606445,0.011336266994476318,0.10429377924501004,0.10277953607056334,33.33617218224087,,,,,,,,,,,,
11,0,169.09160506687581,171.89849205739424,126.35822417878526,159.73363807839266,128.6868638279159,166.23752998497528,135.01959933983582,168.65225164235505,126.08823901859333,165.46200306719155,0.03992161497943695,0.06505660176042755,0.08371895738030846,0.10072645996594541,0.04703947434409092,0.07277452189341589,0.09622422396389221,0.03068616804913482,0.06990119862302197,0.04550221621290026,-0.17193692922592163,-0.015987932682037354,0.08690668100273262,0.08482809162427866,44.57740650698819,,,,,,,,,,,,
12,0,169.50439477137303,172.56966507940544,130.87767800939838,158.45149347957351,125.51746277566416,157.54096250402145,128.55109616332413,162.46946689328425,118.75937077020434,158.4414940282903,0.048461135417810795,0.06227205424300435,0.08513011543657589,0.1020902455196879,0.031794381346204874,0.07781113310906007,0.10796132138119505,0.04916907986270637,0.0868043088761833,0.04848109291134975,-0.17195987701416016,-0.014268100261688232,0.08308405344414296,0.07901661650188198,44.867384218174315,,,,,,,,,,,,
13,0,167.374081412043,171.05911087366906,131.99965400548325,157.15885228988088,127.520692669826,153.65906406966866,133.23306321401603,165.09450924657935,119.91869624765036,157.95119470084342,0.05859523147773444,0.07958509661829137,0.10198824375858387,0.11045496785672605,0.03470129315447027,0.09270286353217579,0.1176682976714752,0.06646912811388404,0.09928235849898293,0.05058461222826701,-0.1737726926803589,-0.009141147136688232,0.08029852369527912,0.07754413634129712,44.78038222077158,,,,,,,,,,,,
14,0,166.75819407387633,173.10926502359416,130.27146934925617,158.4735236017833,125.98337118793867,152.61775525014107,130.49675248966665,163.55076485586918,121.43371573477587,155.92560252588822,0.06069564287333862,0.08090054308046526,0.09958133786251616,0.11002713640938959,0.03799711556860248,0.09761861692586998,0.1225157452605519,0.06947443262079486,0.10177945836014395,0.04929831095052504,-0.18094128370285034,-0.007139384746551514,0.08790468475863406,0.0859869274242305,45.08061259038061,,,,,,,,,,,,
15,0,165.35651354039842,172.37828481903003,121.21058244838964,159.1649572451058,129.04172585896399,151.45481517111872,134.81582737923776,165.00449487413906,120.52705798552714,158.58629233292265,0.06671530054518017,0.08140742660007429,0.10388517212247808,0.11436397143943665,0.050190387131905156,0.11574849636106437,0.13259500897852497,0.07422460009388103,0.10284587423156165,0.05197619840060203,-0.1814894676208496,-0.004766583442687988,0.08649570709053496,0.08402572074550102,43.48198937543202,,,,,,,,,,,,
16,0,150.1732190482082,157.1652008688472,112.29123097671155,161.67584775704128,121.81496065516914,154.49634053985292,161.12277670652702,174.8263241819539,146.0349177421797,175.3508803267299,0.04880046245098862,0.03526184383355708,0.07078732844484673,0.09083294383941093,0.03500723772992518,0.09942208767801594,0.12452584594130896,0.06852549610540022,0.0901725001963576,0.053055069256166855,-0.07968807220458984,0.041168153285980225,0.07547109600020284,0.06328229008062389,21.603726392570305,,,,,,,,,,,,
16,1,167.4846504921365,174.07022053730134,132.32815519153002,163.88626644748064,127.43886129061949,153.36850663343984,134.95276445746396,166.0825111644618,121.04073854381859,157.93230172620594,0.06302993232575456,0.0886577242492239,0.10770343037717152,0.11658038088069203,0.04260631453992802,0.10429591891717115,0.1297535217316827,0.07520767131917894,0.10790826218796602,0.052642249608922144,-0.17017507553100586,0.0023972392082214355,0.09113754950221209,0.08965799979311088,45.29366962228081,,,,,,,,,,,,
17,0,166.58363821149945,174.55911679575536,127.18409241863431,160.27604123021902,125.36198661205223,148.64197231101477,126.89711214644785,165.02367119522876,117.4779949379313,156.49002882449693,0.06601354479124083,0.1019539242484871,0.12364052603292332,0.13860564753056162,0.049378885575378215,0.10753668404774012,0.14009475690193277,0.07445926162384185,0.11405489602586247,0.056552740024551795,-0.1779807209968567,-0.004817605018615723,0.09047335244910586,0.08696201682052516,48.589506260454776,,,,,,,,,,,,
18,0,164.83888115448562,176.90423095731077,123.61882653570878,156.84769575370876,121.36542310134568,148.40396356227734,126.28499247022839,161.78631080601016,120.66610320249845,153.8539075125272,0.059789097402945954,0.07887872215957407,0.09884880117395617,0.11440829257919341,0.04107881883532689,0.10001268086207535,0.12778426659391964,0.06758235921850006,0.1013411356201748,0.05127373025543894,-0.18624275922775269,-0.0071266889572143555,0.09516610106869793,0.0926675281815822,44.866897784713565,,,,,,,,,,,,
19,0,169.7665269786004,167.29070846145382,112.48828447191313,157.3291821796277,126.40175674819608,157.91145386519062,155.1000677976846,171.4456628283813,146.75637764709026,172.815546623245,0.03310001967065607,0.0419743274107902,0.07127076857100792,0.09239487244580832,0.009552925931023502,0.06468107937869806,0.08813212597229723,0.06179209443120369,0.0854408396439731,0.046689624897005934,-0.10489660501480103,0.018885433673858643,0.06409518801534302,0.06398714196231575,28.722669005049458,,,,,,,,,,,,
19,1,165.50713935828074,174.315375850203,130.18186861006657,159.1844254305794,125.1282288255328,148.9131860836075,123.07066253700658,162.00244291003747,120.09660644221462,156.8733906368017,0.05482707800510712,0.0842342758792681,0.09998220537397683,0.11494547658842848,0.0363393475212321,0.080372811710653,0.1128427959346038,0.05854320528900349,0.09744980980498863,0.05177889397265843,-0.17981433868408203,0.00018841028213500977,0.10230520252757987,0.1010193131548525,46.688987810842406,,,,,,,,,,,,
20,0,170.56954667179028,173.080631647836,120.35255961100927,161.1858185941232,128.04099369869903,157.09513026771307,155.80170765640506,171.48506834696158,147.3085718850632,166.68121532187038,0.03469883110510722,0.04273297504958573,0.07714544382992428,0.09397404413657516,0.013228971896422517,0.06889886862119517,0.09488321361100666,0.058389332634013136,0.08545933297897876,0.04628353201104579,-0.11206287145614624,0.014896094799041748,0.05907993093309168,0.05878865220768358,35.397458618714055,,,,,,,,,,,,
20,1,164.7964308402712,175.68238891738338,128.4879938381487,157.22940414958694,122.69671270453777,149.02704787399438,123.78470682961233,159.4354870269126,119.11261059127881,154.15390204813843,0.05919439068757697,0.0772212194656304,0.09543564885746343,0.11619672741603757,0.04225276016231091,0.08844243219201693,0.12230888907403521,0.05082287173962788,0.09108776010227132,0.052723365671285924,-0.18951869010925293,-0.0045473575592041016,0.10522461213814815,0.10205989251094164,46.15378079462404,,,,,,,,,,,,
21,0,169.9890559857291,173.24597846436185,122.85056460546627,154.96724193917422,129.9199511978877,152.34757150963114,150.08604977039596,168.9654712941422,144.98621344687461,163.30849909791294,0.041692662491841115,0.05783704643770928,0.08378695881710423,0.09134547448052115,0.018990023646088136,0.06921581724816064,0.09073647538501828,0.05815897331765597,0.084826856649393,0.048680371767643914,-0.11046367883682251,0.007009625434875488,0.0654387457887873,0.0643813613833666,37.82290492874593,,,,,,,,,,,,
21,1,165.5728695569649,175.77302144933824,129.08078224731557,153.378214106584,123.88094023996304,144.85703469042738,125.0863434498385,158.03887721283036,115.19350846794164,150.94558226413247,0.061502026924404804,0.07968724098114545,0.10063596900381945,0.11320960790034422,0.039743686634905344,0.09513235987115984,0.1252273684483457,0.06168925525913035,0.09879547900765613,0.05561951729902181,-0.19417893886566162,-0.013044357299804688,0.09778727610435696,0.0934821440753281,45.120445186645405,,,,,,,,,,,,
22,0,170.56013322962087,169.42911749547775,121.58264829653268,155.01187135889424,123.62533683566416,147.73595753311855,151.59998383350725,169.77311142685656,140.15913645901097,166.86882479303566,0.043097392323889545,0.057914421651473376,0.09718861696217693,0.10637064707352761,0.02239733025030779,0.07809464138535169,0.10047786321972715,0.05919571011008489,0.08320616926360518,0.05022555926690999,-0.11505109071731567,0.00793600082397461,0.05024224893398436,0.049052947304312707,37.626686357919844,,,,,,,,,,,,
22,1,163.95800704498623,171.77792695644376,123.70402272097563,156.01353977618643,126.52989328046542,147.98602260934015,126.07838013982479,161.82652134625093,119.79837869340616,155.2289519360188,0.061946138476334164,0.08425572414382484,0.10787284786660814,0.1281793576516122,0.05033670500306936,0.10448255141473609,0.13365788641590914,0.06032782186595367,0.09713096130569153,0.05083237802777455,-0.20007991790771484,-0.010681211948394775,0.09698654865839967,0.09381548853031171,43.17898944381405,,,,,,,,,,,,
23,0,170.41561195356707,174.68559659212903,129.4752041245952,153.5770236384272,127.61101178494268,144.35958983816386,143.9788496154605,167.8618804084012,138.76982309915113,161.67592408471822,0.045427776229476975,0.061416206057718296,0.08700797619236567,0.09771408062833858,0.021186090073368934,0.0717183367832342,0.09604685398440804,0.062429948211340035,0.08580597199480444,0.04991793066659136,-0.10698187351226807,0.007910370826721191,0.066284958362915,0.0642424698910153,41.733524109114,,,,,,,,,,,,
23,1,163.64404713004834,175.95074080851865,127.37629444310421,154.85678558659362,124.41467232846605,147.86391454706038,124.19236408398096,160.57689311291773,117.50230270682822,155.10514490160264,0.05426995943189328,0.07678202314513292,0.09615293609199216,0.1179768367675753,0.041476105920949295,0.09083827517058729,0.12033124338238893,0.0573792935367605,0.09365224089473898,0.05203781851188581,-0.19427865743637085,-0.0053414106369018555,0.10986116123848783,0.1064527449994503,44.6437518539338,,,,,,,,,,,,
24,0,168.50992509494517,172.11042528867983,127.57390847135737,155.39625575869653,137.74305317046858,156.98461760863248,153.90405580102833,168.7526795130117,151.92183162906775,163.33293302726526,0.04473274999652487,0.0461484009850877,0.06942141847531387,0.08532903223674758,0.02455389998079077,0.08362625619716757,0.10657792702528242,0.06213420189433656,0.09138124578206769,0.04590459134347774,-0.10746347904205322,0.018268227577209473,0.07195058642632794,0.07113799012699223,34.89763731868903,,,,,,,,,,,,
24,1,163.3974521803256,175.47009181618068,131.17607079453285,162.58714238103624,123.90535161775661,149.9187597018265,122.29102897381536,162.36309864549668,115.90962660508202,156.38915473886834,0.057613194824708794,0.08625076152040419,0.10138516648074063,0.11801299637652261,0.04272411098239005,0.09079089273705473,0.12537730991249596,0.06226433355484025,0.10244207312671294,0.054759505126783306,-0.18694055080413818,0.004411756992340088,0.10704968237647475,0.10608400493828583,45.74678003100391,,,,,,,,,,,,
25,0,167.99524426721987,174.8645239338594,117.8205915346406,164.08084463044548,139.40406571852816,159.95677444101236,159.97307677206274,171.23594761198095,146.54706770392934,165.29151145165957,0.036813842593594624,0.052090568877031,0.0893929089995926,0.10417321417122326,0.02605329099209841,0.08476142965998797,0.10469511619174725,0.0628325001249788,0.08939444925119437,0.04852736500731886,-0.11794710159301758,0.011758804321289062,0.06813822814136804,0.06706415642172041,33.603971144161626,,,,,,,,,,,,
25,1,164.16786496563495,175.78926420929886,132.98248727006458,161.7773041291542,127.32613060689185,151.74574307470635,125.96729069925235,162.37275759069382,116.60276905256275,156.27781618131047,0.057254471443453164,0.07494973971170714,0.09387443397180681,0.11104011397168448,0.04296022083926875,0.10282106977553618,0.1269787192675792,0.06978347758051791,0.10101760464238367,0.05104716607377464,-0.20131051540374756,-0.010990381240844727,0.11040886396071312,0.10480811605609766,43.15623998325349,,,,,,,,,,,,
26,0,169.5567112910081,173.63988317214378,112.71044430158821,159.82488926058997,130.3249002439714,155.180302863878,155.36785554795372,170.3124944964008,143.5430585775874,164.34216412486467,0.03791253400658976,0.051491008460541804,0.08540657601030108,0.10018664758931292,0.023889268740670717,0.07627949544816118,0.09710764094583903,0.054558232478514934,0.07950613085743811,0.04831277067090775,-0.11433494091033936,0.011353611946105957,0.06308075653783592,0.06172331465512347,39.0159008226798,,,,,,,,,,,,
26,1,164.12287686598467,175.46871687157136,134.81268603680635,159.31951607399796,127.41067916947225,148.13671643119355,129.5925880095357,161.32635380383127,121.0089338403259,155.56576069705213,0.05604257946866911,0.0763403238876439,0.0940991710984032,0.10909400121219412,0.0390311074004841,0.09621540921250014,0.12464647683695612,0.06878580632494748,0.10138362960104584,0.05208890959206451,-0.19111216068267822,-0.0019054412841796875,0.10521011068591606,0.10200104260740386,43.14744700403647,,,,,,,,,,,,
27,0,168.49010618723867,166.33442962660413,127.22741037741824,161.1176801247429,142.177639502032,167.26984164868225,165.18318472335523,175.47112168343486,151.7430868667767,175.13289624309255,0.028889436868765273,0.061186369101751556,0.08690387919827268,0.09910922357231608,0.04296786612649398,0.07099893779927327,0.09260674734180983,0.028338136238450766,0.061580375022292924,0.04662025349058671,-0.11830788850784302,0.014001309871673584,0.04545991770451301,0.04313273929497759,21.90243412101466,,,,,,,,,,,,
27,1,164.82428524014608,174.33300030455482,129.63224862894745,159.36123022829327,123.44614078692283,146.56870265202085,124.98571195356823,160.7115474154412,113.39091633686357,152.95816147174384,0.0625182522280137,0.09074653253508778,0.11381287587656558,0.13297462910641641,0.043979362795289696,0.10196149309462595,0.1326270515284516,0.06905056786097741,0.10394511748226976,0.05431786529236488,-0.19123601913452148,-0.00718235969543457,0.0956038144159327,0.0914534412477161,43.804551672777116,,,,,,,,,,,,
28,0,170.73064145330017,172.9995055613795,114.50624717187183,157.51162035897616,131.59153852242696,162.79988585420983,159.37451273215703,172.5297635741766,151.90386195587993,171.62750808646092,0.0359439764818559,0.04530227073866551,0.0786952721169393,0.0943364377389673,0.03364215558542358,0.07943807492651013,0.10038521018829269,0.046234512404853025,0.07439556824783328,0.04637489503261997,-0.11791622638702393,0.013245820999145508,0.0531743517964428,0.052841311627393285,27.171853716646222,,,,,,,,,,,,
28,1,164.80339815076243,174.5636678221558,138.00997313996163,164.54672450787317,127.18896208214161,149.4447867950219,123.54450821498796,161.69211987894036,116.2761668117937,154.0232864925199,0.06067311487517868,0.08800902469071453,0.10844895982313102,0.12485924170915316,0.05090277271208926,0.10628499972078359,0.13960684020886804,0.06743119161469097,0.10653782920004386,0.05539994703246089,-0.19626516103744507,-0.006458878517150879,0.09514406693092747,0.09155130995778984,42.10173586161277,,,,,,,,,,,,
29,0,163.67400884731964,165.6384819191231,139.35165410928101,163.68297565819003,149.66122098737594,167.9697340757074,165.25869767470522,173.84084814722743,157.20241891061045,173.97828658082443,0.02977798185292822,0.0509654300241219,0.07491472677485497,0.08902193928920109,0.03639570877752742,0.06493003586608964,0.08698536099731603,0.02945091848428958,0.06331340596357707,0.04580727955122347,-0.09874874353408813,0.029106855392456055,0.0639155236363406,0.061238621977915964,26.06710242134186,,,,,,,,,,,,
