frame,hand_index,angle_thumb_pip,angle_thumb_dip,angle_index_pip,angle_index_dip,angle_middle_pip,angle_middle_dip,angle_ring_pip,angle_ring_dip,angle_pinky_pip,angle_pinky_dip,dist_thumb_index,dist_thumb_middle,dist_thumb_ring,dist_thumb_pinky,dist_index_middle,dist_index_ring,dist_index_pinky,dist_middle_ring,dist_middle_pinky,dist_ring_pinky,thumb_y_rel_wrist,thumb_y_rel_index_mcp,thumb_dist_to_index_mcp
30,0,166.16548009909465,171.88280631057745,155.11543648032523,164.0021690981005,153.5190604676872,163.19992278073786,151.41860333252083,166.97016072284757,153.222379636654,163.8197799750195,0.05360719531857734,0.06364437559549015,0.07101746727508122,0.06393257194418173,0.014982272609039246,0.024776830692834536,0.02444412257694612,0.011571244065003808,0.020202389336408454,0.01599083187741573,0.14142489433288574,0.12246215343475342,0.12874466245451843
30,1,166.37314698317059,156.66312743103165,97.9566611795724,133.46727049974658,90.0274669427477,128.27451344630828,89.03792498102207,138.27378366837397,129.47537089232068,140.00721898672484,0.13760097230039758,0.1589216457699807,0.17279308854239192,0.21330639517091857,0.028057767585160737,0.048358289845432736,0.09410235019607321,0.020878763429278056,0.06643361067476711,0.0459876062407164,-0.056323885917663574,0.11061674356460571,0.1339313771633439
35,0,165.085505213752,170.7479994558964,158.9732445249954,167.09839117421689,156.38630107998176,167.36536517352954,153.31213636756513,168.90263542540228,156.7054146283191,166.60393794129462,0.0655963825190233,0.07658715755142773,0.07997663087014244,0.06618072238226413,0.015626587642893115,0.018867957848021453,0.010565133637132355,0.0042828291426625555,0.01863552208840327,0.020123774484791686,0.1371135711669922,0.12291520833969116,0.12874989214266863
35,1,164.10079617875647,169.45013513676184,95.55248056974366,153.82658255224277,91.71969670832148,151.67854066068986,97.34918852604018,138.56074079889052,107.90839569385608,118.35352925578013,0.053245862547048786,0.0429958520345271,0.08634296184445962,0.11649167418060967,0.020860692151356726,0.09226718156019018,0.1138978034265265,0.07287558087468797,0.0963681908769651,0.032170175249261225,-0.08790320158004761,0.1281200647354126,0.17247583465835653
40,0,174.12047634295914,171.95199665179732,156.90886948123023,167.24456762918592,156.64894419771886,168.4955373759329,151.6793762042527,169.89746041976773,153.86756972949505,167.256843244142,0.07037355740977902,0.08272141977196168,0.07949596083258292,0.06312044756707869,0.015903126861272748,0.012435357224440443,0.013123118449215708,0.006686539190674237,0.025537254254745647,0.019816560845755497,0.15319615602493286,0.11315584182739258,0.11970853564463751
40,1,169.09085308485493,167.69662928790353,112.58359620049006,146.46372051651562,113.71111831382643,153.91392788199227,127.16341866653607,163.54227154603424,141.82959800002433,162.48955101649884,0.09523976635348036,0.08493283772318312,0.050462603630758704,0.05464852767789854,0.016269251385669016,0.05388055470917704,0.1266887783408021,0.04010140893524872,0.11859022825535559,0.0843921372902548,-0.10547012090682983,0.10444986820220947,0.15308635176090357
45,0,166.56295505567084,174.01061814239398,152.98069029501792,165.34888752770252,153.86245000224457,165.09378417953286,148.6620967784783,168.3380834469816,151.14687917943678,164.92629561167013,0.062189657795079505,0.07305041681704157,0.073859268164282,0.06373063826532181,0.012388375296488867,0.012769680367493725,0.014910285705139071,0.004752835523485976,0.020856558250235243,0.017622706478516353,0.1442912220954895,0.11396336555480957,0.1210996257353085
45,1,166.64378808266378,172.71842697226595,149.8421257526204,165.71062407646627,144.6257401465989,158.64344801773885,145.83486005663164,162.01698616754612,157.5475536880376,166.03711514014614,0.18074706662428688,0.18948111863564052,0.18055009328755334,0.16931231608719932,0.035874568942848434,0.05221649457400405,0.0777979428067519,0.023618930035050015,0.06445060061825957,0.04493907179666625,-0.0820736289024353,0.11478888988494873,0.16208010594006836
50,0,163.27310486686488,176.7451632442609,151.62542585704725,165.41429191721795,150.05726629332267,161.83221041292163,150.4264637431722,164.41392220849065,157.99711516352644,164.16538349707713,0.06245248517733798,0.06551944558873722,0.0650321787725257,0.04921599223017882,0.00495683191182231,0.007921948704494157,0.01810200632449085,0.004773337427991898,0.021845992268214504,0.02098718332612061,0.13143599033355713,0.09676086902618408,0.10769131261732226
50,1,158.91765700596022,167.405184005232,84.11676748605376,150.6921865240385,87.12837144800027,146.7305656476134,92.59947266625365,150.61863946871415,140.99961930165986,164.17114032123098,0.12486702535358402,0.14671870785603652,0.15807314568649322,0.1999676186668783,0.029578676151416752,0.03988262336988821,0.08462272051761911,0.014324917358169155,0.06106363683768858,0.0469215395042851,-0.05005228519439697,0.1145012378692627,0.15688106237502367
55,0,166.52298200482102,163.7141179526751,153.7057685558935,167.7834508426771,157.39697436687678,168.62067416529527,156.27124100368837,171.33495771473608,159.43860500296987,169.5192375292539,0.0642603661854029,0.08358087126126175,0.09297740993998625,0.08130317553148934,0.020397797956045217,0.03261992322568135,0.03626970784858097,0.015057003684187888,0.03248411636623401,0.025668069457398746,0.1386205554008484,0.10246211290359497,0.10767137344949264
55,1,161.948018828432,159.34362379565115,84.80039492803908,149.0636365355217,81.08558937809201,141.27875642446193,84.24075150337028,140.7050402308925,93.70510644169326,129.82766771896453,0.12364305241284099,0.10333229563825623,0.10969554220141173,0.1406729804089791,0.045337979479321916,0.09077176786035566,0.11670761039953947,0.048016691445424475,0.0756749205801845,0.03538208951577803,-0.04908192157745361,0.14314067363739014,0.19224215049234647
60,0,159.5162024494477,169.50342015129718,162.94108592672066,168.02471797923877,161.5098091155702,170.63074397722815,158.85197876699058,172.73469624285084,157.4247077004121,168.40626326902964,0.06843413471847014,0.08313811268986367,0.08956911811559906,0.07372206794561759,0.017481597423872147,0.027106307866099508,0.026193465514022494,0.011431858815155122,0.025424295629778874,0.023246156605484798,0.1383371353149414,0.1261776089668274,0.13444017425894048
60,1,169.25756210083455,173.08179822919476,85.86613734623712,150.29714775527535,91.97701573320762,145.98736950092282,95.59310977752118,140.69505761271196,101.29172313020925,131.6050873423927,0.034895663168933604,0.04565426540000543,0.08735649558918764,0.12371502050972741,0.05265130135207666,0.10355624429938515,0.13544054558759633,0.05480315329547925,0.09484493840495625,0.049377881776935695,-0.10955309867858887,0.09389668703079224,0.11834779127054598
65,0,164.9008921660791,171.34833046875866,161.33450663546583,168.01840881446122,157.5228480569163,168.39211205922442,157.9965260003422,168.02171685583374,162.38789402945432,166.958746837182,0.07206279492390973,0.08138555516426432,0.07959930924179932,0.05738241253172129,0.013916599738226955,0.01249210442805891,0.015111965597935104,0.002467881294706691,0.02715866533418982,0.025495330161658898,0.13494157791137695,0.10740983486175537,0.11646652027623251
65,1,169.7202580391228,144.45304975363442,149.99606351809885,167.54491148891816,139.25353164055235,161.92851780872078,137.66687737988065,162.08284699014692,152.93745351421788,165.3635913125035,0.1756651598190224,0.1846388181800471,0.17439797221593223,0.15631088091954626,0.014411312313065716,0.031409663124546516,0.07086887278412736,0.024760627306897338,0.0682708130110482,0.04400748537424104,-0.11177295446395874,0.07627296447753906,0.09091344276212313
70,0,166.20087729651473,169.05741106490817,160.29962376971577,168.57239486927503,156.96035105577056,168.28066080334017,154.9032906323116,169.86502482044446,160.5838967705406,168.41802025601913,0.05990696729792172,0.07581414225247339,0.08455334292824727,0.07353723691743992,0.018820303144762796,0.030229423568004416,0.03265380382700814,0.01409869223295887,0.028668445318483223,0.02258841372490406,0.14284288883209229,0.12196868658065796,0.12723861883102397
70,1,171.63866358181522,129.8630601026778,133.19760296041426,154.36942401787107,147.65716158161447,166.79745915425968,145.04483935128718,165.98782813316802,150.9247874942217,160.9905656623719,0.14273954357720445,0.21874893318457742,0.2192201191040288,0.19994713977588932,0.08130660897031218,0.09050743594943704,0.10520278597824631,0.029684145387520625,0.0828659020241324,0.05687409323560974,-0.10892200469970703,0.07293784618377686,0.08583329581223847
75,0,166.70758725935852,165.34822076204367,159.45886967735797,170.0680253610172,161.2247028950837,170.44604931368232,158.06745655675442,171.70238709646563,160.3335588429975,168.62823638470843,0.07497126707950484,0.09444046003060229,0.09438062828473011,0.07542291853095831,0.021361260042493283,0.021304979110340894,0.025443403267546807,0.00978413632257541,0.03647107314015196,0.029435694894594792,0.14720213413238525,0.10688650608062744,0.11295990956791173
75,1,170.85008015873507,168.19423933153143,98.00177753080406,138.38042579055883,88.75600393222255,137.4329949246613,76.3064387229362,149.438036184141,98.03488622112562,148.34822665885665,0.12073328388963357,0.14017060801392944,0.09329180874991386,0.09954440223143232,0.025038641229159896,0.049197734366764515,0.0806350918896292,0.05606508188969683,0.08228885624398244,0.034301658244659375,-0.12047213315963745,0.06508749723434448,0.11416741740045491
80,0,172.993938600864,175.66726544956123,157.73991490801484,162.96683866156073,156.6412612592092,161.8291607432487,157.45870735646517,160.98343144404947,160.24985051463412,162.83824505929405,0.062233257681305824,0.07010765648994209,0.07194712426803422,0.06640921800212173,0.019039870203421645,0.03444701143306965,0.04879407753924202,0.017921151771403934,0.0388451705310195,0.024367843795130704,0.12587159872055054,0.10590684413909912,0.11941345331404156
80,1,156.7513323706894,157.21370058458413,133.88227446251008,161.48578794249002,74.91433876884258,141.0061886290411,66.84050710743301,147.50922493918515,81.08061338892396,141.12058500455493,0.26788203917728737,0.14581128225545897,0.1500263733684512,0.19661649663979228,0.13810289531500278,0.14986815845016882,0.1518816528804457,0.030292258576379662,0.07453043311129998,0.051581312537139226,-0.014425396919250488,0.15547603368759155,0.19396194204883713
85,0,172.43564466684148,170.01335653191035,159.83075157814386,164.42934364251022,156.53827408781592,169.03437983988601,157.0496492456396,168.62040195257828,159.59591416973072,168.52899853718094,0.06637593800846295,0.07569145297698915,0.07131927378770675,0.06154303118569311,0.015755524101607663,0.026637622043013155,0.04811180581163634,0.01705863365535623,0.04496911634134933,0.029044513318554777,0.12768536806106567,0.09324359893798828,0.10157586713205098
85,1,159.58096845259632,159.52803275434587,138.3624716455971,154.16615071398638,126.44724169104869,152.71697269101065,126.05040721436121,157.96259734973628,147.43182548053392,163.89281595007373,0.2515786149078903,0.2616057889741512,0.2529386086589815,0.2394885572271072,0.026131030810628366,0.048864849198892044,0.0843859462428698,0.02958119737304274,0.07425809559724347,0.04798885754644179,-0.01604694128036499,0.17016524076461792,0.19990481787331457
90,0,157.97961031094465,157.2347360709744,113.8654460618661,151.73170964344962,97.11820639945921,154.33211223872527,112.8055490012979,160.6199695658307,161.55120121033366,172.8803482988706,0.1846386662087159,0.14127312478676005,0.2102669216323688,0.2902251399713808,0.058808880522930644,0.04022013466754328,0.12825300527918118,0.07145531140834875,0.15523703910349612,0.0922412500520876,-0.007880330085754395,0.16039222478866577,0.19027808704936233
95,0,161.9369682746157,162.3688650440682,93.53172042701581,132.03782764071292,81.64601968865881,136.34651584766524,84.74185943145001,149.56780566154913,119.98545997244241,153.86132277294348,0.1573312411550664,0.17182296896155738,0.14174476232412525,0.11702353304333497,0.022709382215255886,0.04701574714940626,0.13213172182011124,0.04279749134208681,0.13211657409405966,0.09047407591032,-0.0451321005821228,0.13225936889648438,0.1799578655158576
100,0,173.3435566530886,154.33089744735358,111.51399545976734,136.49954281288504,102.64982411442259,139.57378826969116,101.61288405329863,156.00131755041397,134.93876066272531,161.35954203120693,0.12247095679724328,0.13705143728817554,0.09232688134405659,0.07126433408388233,0.018041448066257033,0.052727597762400574,0.1433072322614255,0.06296450586573436,0.15386126255273705,0.09371937676904708,-0.14062517881393433,0.06313151121139526,0.08851541988196375
105,0,162.7431788459602,153.25416438939078,149.50260915794726,168.19074785838657,158.4086600402475,171.63564317166967,158.9582983136534,173.35984186791697,168.08793196410858,172.7908014537287,0.14278899083786165,0.18736023269264962,0.19051016557968845,0.15139909873832175,0.07289294012383482,0.09335263419797907,0.11216944093590264,0.03346910819930788,0.08919282457372187,0.06585200919883608,-0.2020035982131958,-0.002939283847808838,0.028400292188445593
110,0,163.10432218039168,161.68586870823657,117.03143717115177,165.82613152494676,118.51807305319518,162.3985636121719,116.43878690862044,160.80022935738012,130.50951441125378,161.6238995008382,0.11969481818293791,0.12961281954841258,0.11543256096776251,0.0887300733651523,0.020069967643877792,0.04151282604078284,0.08369479385503725,0.02961916221446457,0.07834864392403589,0.05016651522007689,-0.20394444465637207,0.001178741455078125,0.04303344266992638
115,0,165.534385135237,168.15166194829317,94.92078942415306,134.15366913937595,89.92386813320084,125.25234153923061,75.6593871423566,138.72912952605733,88.7892428706038,135.0834028656296,0.18219226890574627,0.20682313829011947,0.17584190209506867,0.18944745166669924,0.027236161819131022,0.039720040780636345,0.0851496226305754,0.04473034458790155,0.08288746514597471,0.04628164121688802,-0.0671045184135437,0.12246072292327881,0.1590599996870129
120,0,168.91037138525732,173.66340882756964,99.06235330172643,152.7810025089455,123.32109474236319,147.12089603345234,130.22054199274575,154.23332765929177,154.61216989284208,159.9389531205576,0.05150811174696781,0.1438053802896193,0.19449705758896518,0.23468101632633961,0.12907793341766907,0.1855095338566699,0.22864906655045492,0.0747661204813906,0.14390523702384275,0.07464422775741893,-0.11805039644241333,0.06759178638458252,0.09308189500046231
125,0,172.52394156131857,174.86764505654932,138.1734926709294,153.9392559734494,130.73074767597936,157.9216296697459,136.2062787031411,159.65445753154432,151.08563011985694,164.41520313003107,0.10553202144615385,0.10343745984954407,0.10727097825484135,0.09057415492519338,0.1481512627134963,0.17042549122171738,0.15896843802802618,0.03305949357462334,0.06441586948513577,0.04604597253875197,-0.19679778814315796,0.04097849130630493,0.09808059731109013
130,0,164.12552524866982,141.64172406472798,126.15180278667688,160.73580561644178,149.78495144314266,165.56062855065343,148.4189999265575,167.50842651834228,162.63693499888896,168.6101508784277,0.12332547037237931,0.21573861338643036,0.20489085711557334,0.15662962386461587,0.15621758630408675,0.1537245877584402,0.13570517462357223,0.03187262693821102,0.08463893978672657,0.05934110564206393,-0.15898501873016357,0.03152972459793091,0.04803151781136611
135,0,161.4470864239488,157.35898419448603,89.09795283153032,158.11980245717518,98.84854169564026,153.08646185749532,98.92974053759042,155.30629321368232,112.64572520096779,154.49809063647413,0.10210279349899666,0.11922060448556984,0.1188831807501655,0.09122318948808589,0.029961748394582554,0.04407264828140985,0.08310809923872599,0.018054394184078025,0.07950248313067211,0.0687314050294005,-0.19103384017944336,0.005652964115142822,0.0495102747565711
140,0,169.9254347904989,178.23747016951717,79.86030681940846,144.63321857272555,78.69824018293909,140.4002807760025,75.99307633253639,142.67324557577984,83.34945146538443,139.58476578497306,0.04304934433626478,0.052510767255578475,0.06433223993639263,0.07789618511594013,0.012554833171539775,0.031187842252526386,0.053900345230734524,0.019344232845429354,0.044768326971448516,0.029953610674395552,-0.1518074870109558,0.04808396100997925,0.09592340907459776
145,0,164.5158354332811,177.84188926423568,155.81502843099514,166.39170372675096,164.9316227650458,173.0652390320314,167.03554074321056,174.47080336947568,172.1706647903658,172.98623207753266,0.2271251841286766,0.33238164448320684,0.33888492802282105,0.3029195898870755,0.10638156288741629,0.1208585007770845,0.11385970002455045,0.037827403074632,0.09042717906835675,0.0624072091149303,-0.09053915739059448,0.11388903856277466,0.1454374217212925
